Week Ending,Federal Provider Number,Provider Name,Provider State,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
01/05/2025,525702,Lake Country Health Services,WI,Yes,Yes,0,93,0,8,0,0,0,99,0,77,0,0,80,0,0
01/05/2025,525704,Eden Rehab Suites And Green House Homes,WI,Yes,Yes,0,24,0,1,0,0,0,53,0,34,15,44.118,52,6,11.538
01/05/2025,525706,"Christian Community Home Of Osceola, Inc",WI,Yes,Yes,1,41,0,1,0,0,0,143,0,33,15,45.455,130,7,5.385
01/05/2025,525708,Wi Veterans Home At Chippewa Falls,WI,Yes,Yes,0,90,0,7,0,0,0,219,0,73,53,72.603,182,11,6.044
01/05/2025,525709,Dove Healthcare - Osseo,WI,Yes,Yes,4,62,0,6,0,0,0,97,0,36,25,69.444,75,9,12
01/05/2025,525710,Care & Rehab - Ladysmith 2,WI,Yes,Yes,1,27,0,5,0,0,0,59,0,30,17,56.667,68,2,2.941
01/05/2025,525711,Pride Tlc Therapy And Living Campus,WI,Yes,Yes,5,43,0,0,0,0,0,56,1,20,4,20,80,0,0
01/05/2025,525715,Dove Healthcare - Rice Lake,WI,Yes,Yes,0,40,0,0,0,0,0,77,0,24,11,45.833,110,1,0.909
01/05/2025,525718,Wi Veterans Home Moses Hall,WI,Yes,Yes,1,216,0,30,0,0,0,208,1,171,122,71.345,258,9,3.488
01/05/2025,525719,Wi Veterans Hm Ainsworth Hall,WI,Yes,Yes,0,165,0,24,0,0,0,204,0,114,86,75.439,224,5,2.232
01/05/2025,525724,Grace Lutheran Communities - River Pines,WI,Yes,Yes,0,68,0,1,0,0,0,93,0,44,28,63.636,183,23,12.568
01/05/2025,525726,Lakeview Health Center,WI,Yes,Yes,0,66,0,10,0,0,0,120,0,48,45,93.75,156,14,8.974
01/05/2025,525727,Golden Years Of Lake Geneva,WI,Yes,Yes,0,32,0,0,0,0,0,58,0,33,2,6.061,108,2,1.852
01/05/2025,525728,Oak Park Place Of Janesville,WI,Yes,Yes,1,54,0,1,0,0,0,86,0,23,2,8.696,82,3,3.659
01/05/2025,525729,Oak Park Place Of Nakoma,WI,Yes,Yes,0,12,0,1,0,0,0,35,0,23,12,52.174,82,5,6.098
01/05/2025,535021,Wyoming Retirement Center,WY,Yes,Yes,1,148,0,18,0,0,0,137,0,81,44,54.321,137,0,0
01/05/2025,535022,The Legacy Living And Rehabilitation Center,WY,Yes,Yes,1,207,0,27,0,0,0,291,0,134,48,35.821,181,3,1.657
01/05/2025,535027,Cody Regional Health Long Term Care Center,WY,Yes,Yes,0,97,0,9,0,0,0,146,0,55,35,63.636,90,0,0
01/05/2025,535029,Crook County Medical Services District Ltc,WY,Yes,Yes,0,47,0,5,0,0,0,53,0,30,7,23.333,31,0,0
01/05/2025,535031,Wind River Rehabilitation And Wellness,WY,Yes,Yes,0,170,0,27,0,0,0,138,0,50,27,54,102,3,2.941
01/05/2025,535034,Westward Heights Care Center,WY,Yes,Yes,0,58,0,6,0,0,0,151,0,52,42,80.769,104,2,1.923
01/05/2025,535038,Rocky Mountain Care - Evanston,WY,Yes,Yes,0,68,0,3,0,0,0,84,0,45,31,68.889,71,3,4.225
01/05/2025,535039,Westview Health Care Center,WY,Yes,Yes,0,102,0,6,0,0,0,118,0,62,26,41.935,106,0,0
01/05/2025,535040,Douglas Care Center Llc,WY,Yes,Yes,0,55,0,3,0,0,0,75,0,42,12,28.571,101,4,3.96
01/05/2025,535043,Cottonwood Health And Rehabilitation,WY,Yes,Yes,0,112,0,9,0,0,0,70,0,53,0,0,106,0,0
01/05/2025,535045,Powell Valley Care Center,WY,Yes,Yes,0,88,0,11,0,0,0,142,0,40,29,72.5,136,19,13.971
01/05/2025,535046,St John'S Health Sage Living,WY,Yes,Yes,0,48,0,1,0,0,0,95,0,48,31,64.583,211,52,24.645
01/05/2025,535048,Worland Healthcare And Rehabilitation Center,WY,Yes,Yes,0,89,0,10,0,0,0,56,0,73,39,53.425,103,3,2.913
01/05/2025,535049,Life Care Center Of Casper,WY,Yes,Yes,0,215,0,18,0,0,0,303,0,77,41,53.247,167,15,8.982
01/05/2025,535051,Thermopolis Rehabilitation And Wellness,WY,Yes,Yes,0,57,0,0,0,0,0,48,0,39,25,64.103,51,0,0
01/05/2025,535053,Platte County Legacy Home,WY,Yes,Yes,0,87,0,6,0,0,0,102,0,47,24,51.064,88,1,1.136
01/05/2025,535057,Goshen Healthcare Community,WY,Yes,Yes,0,85,0,12,0,0,0,172,0,75,0,0,126,0,0
01/05/2025,535058,Mountain View Skilled Nursing Community At Wlrc,WY,Yes,Yes,0,2,0,0,0,0,0,33,0,11,6,54.545,151,1,0.662
01/05/2025,555004,Playa Del Rey Center,CA,Yes,Yes,0,120,0,14,0,0,0,86,0,93,22,23.656,100,0,0
01/05/2025,555011,Vineland Post Acute,CA,Yes,Yes,0,69,0,2,0,0,0,81,0,40,19,47.5,94,10,10.638
01/05/2025,555017,Riverwalk Post Acute,CA,Yes,Yes,0,374,0,31,0,0,0,220,0,144,16,11.111,164,20,12.195
01/05/2025,555019,Temple Park Convalescent Hospital,CA,Yes,Yes,0,187,0,11,0,0,0,103,0,88,57,64.773,117,28,23.932
01/05/2025,555021,The Grove Post Acute,CA,Yes,Yes,0,96,0,7,0,0,0,123,0,94,50,53.191,155,20,12.903
01/05/2025,555022,Seneca District Hospital D/P Snf,CA,Yes,Yes,0,31,0,2,0,0,0,63,0,15,10,66.667,70,1,1.429
01/05/2025,555025,University Post Acute,CA,Yes,Yes,0,103,0,6,0,0,0,104,0,47,45,95.745,62,15,24.194
01/05/2025,555027,Beachside Nursing Center,CA,Yes,Yes,0,272,0,3,0,0,0,154,0,60,10,16.667,106,2,1.887
01/05/2025,555030,College Vista Post-Acute,CA,Yes,Yes,0,65,0,8,0,0,0,50,0,41,17,41.463,92,14,15.217
01/05/2025,555034,San Mateo Medical Center D/P Snf,CA,Yes,Yes,0,352,0,34,0,0,0,234,0,265,103,38.868,210,47,22.381
01/05/2025,555039,Fireside Health Care Center,CA,Yes,Yes,0,158,0,2,0,0,0,166,0,60,52,86.667,82,14,17.073
01/05/2025,555049,Lodi Nursing & Rehabilitation,CA,Yes,Yes,0,236,0,1,0,0,0,142,0,69,33,47.826,120,15,12.5
01/05/2025,555053,Valley View Care Center,CA,Yes,Yes,0,121,0,6,0,0,0,129,0,58,1,1.724,109,0,0
01/05/2025,555054,Pacific Post Acute,CA,Yes,Yes,0,31,0,5,0,0,0,35,0,44,25,56.818,91,12,13.187
01/05/2025,555057,Las Flores Convalescent Hospital,CA,Yes,Yes,0,107,0,5,0,0,0,101,0,118,25,21.186,159,14,8.805
01/05/2025,555060,Windsor The Ridge Rehabilitation Center,CA,Yes,Yes,0,155,0,15,0,0,0,189,0,99,60,60.606,150,32,21.333
01/05/2025,555061,Good Shepherd Health Care Center Of Santa Monica,CA,Yes,Yes,0,76,0,1,0,0,0,46,0,48,33,68.75,77,42,54.545
01/05/2025,555065,View Park Convalescent Center,CA,Yes,Yes,0,169,0,21,0,0,0,127,0,95,53,55.789,144,32,22.222
01/05/2025,555067,Mcclure Post Acute,CA,Yes,Yes,0,69,0,0,0,0,0,39,0,57,29,50.877,76,14,18.421
01/05/2025,555068,White Blossom Care Center,CA,Yes,Yes,0,319,0,6,0,0,0,191,0,150,135,90,147,55,37.415
01/05/2025,555070,Southland,CA,Yes,Yes,0,194,0,12,0,0,0,176,0,117,45,38.462,200,0,0
01/05/2025,555071,Sunnyview Care Center,CA,Yes,Yes,0,151,0,23,0,0,0,91,0,88,76,86.364,86,15,17.442
01/05/2025,555074,Providence Holy Cross Med Ctr D/P Snf,CA,Yes,Yes,0,15,0,0,0,0,0,130,0,45,22,48.889,102,26,25.49
01/05/2025,555076,Stillwater Post-Acute,CA,Yes,Yes,1,329,0,22,1,0,0,425,0,238,76,31.933,442,10,2.262
01/05/2025,555080,Tracy Nursing And Rehabilitation Center,CA,Yes,Yes,0,137,0,4,0,0,0,113,0,48,23,47.917,142,22,15.493
01/05/2025,555081,Del Mar Convalescent Hospital,CA,Yes,Yes,0,84,0,5,0,0,0,57,0,54,35,64.815,90,22,24.444
01/05/2025,555082,Valley Pointe Nursing & Rehabilitation Center,CA,Yes,Yes,0,122,0,1,0,0,0,84,0,45,25,55.556,88,0,0
01/05/2025,555083,Manzanita Healthcare Center,CA,Yes,Yes,0,229,0,2,0,0,0,183,0,105,53,50.476,149,21,14.094
01/05/2025,555084,Desert Springs Healthcare & Wellness Centre,CA,Yes,Yes,0,233,0,8,0,0,0,133,0,65,46,70.769,90,0,0
01/05/2025,555089,Meadows Ridge Care Center,CA,Yes,Yes,0,145,0,17,0,0,0,130,0,91,40,43.956,130,6,4.615
01/05/2025,555090,Pacific Coast Post Acute,CA,Yes,Yes,0,415,0,39,0,0,0,247,0,148,95,64.189,165,33,20
01/05/2025,555093,St Edna Subacute And Rehabilitation Center,CA,Yes,Yes,0,357,0,24,0,0,0,175,0,125,15,12,149,6,4.027
01/05/2025,555095,Veterans Home Of California - Yountville -  Snf,CA,Yes,Yes,0,269,0,2,0,0,0,536,0,182,153,84.066,642,154,23.988
01/05/2025,555098,Greenhaven Healthcare Center,CA,Yes,Yes,0,199,0,12,0,0,0,216,0,147,83,56.463,132,18,13.636
01/05/2025,555099,Lakewood Healthcare Center,CA,Yes,Yes,0,361,0,71,0,0,0,195,0,287,238,82.927,257,0,0
01/05/2025,555103,French Park Care Center,CA,Yes,Yes,0,239,0,28,0,0,0,236,0,189,107,56.614,320,33,10.313
01/05/2025,555104,Concord Post Acute,CA,Yes,Yes,0,354,0,43,0,0,0,312,0,179,115,64.246,205,0,0
01/05/2025,555105,Noble Care Center,CA,Yes,Yes,0,187,0,13,0,0,0,97,0,91,79,86.813,156,63,40.385
01/05/2025,555106,Santa Fe Lodge,CA,Yes,Yes,0,70,0,7,0,0,0,44,0,45,39,86.667,65,0,0
01/05/2025,555107,Victoria Care Center,CA,Yes,Yes,0,99,0,9,0,0,0,105,0,41,20,48.78,77,7,9.091
01/05/2025,555108,Inland Christian Home,CA,Yes,Yes,0,69,0,0,0,0,0,58,0,57,21,36.842,93,1,1.075
01/05/2025,555113,Lake Park Healthcare Center,CA,Yes,Yes,0,15,0,0,0,0,0,19,0,34,18,52.941,36,8,22.222
01/05/2025,555116,Rosewood Health Facility,CA,Yes,Yes,0,186,0,4,0,0,0,188,0,58,36,62.069,118,9,7.627
01/05/2025,555117,Skyline Healthcare Center - La,CA,Yes,Yes,0,117,0,6,0,0,0,178,0,89,31,34.831,129,8,6.202
01/05/2025,555119,Saint Vincent Healthcare,CA,Yes,Yes,0,122,0,9,0,0,0,174,0,65,59,90.769,60,24,40
01/05/2025,555120,Vineyard Post Acute,CA,Yes,Yes,0,167,0,4,0,0,0,99,0,97,57,58.763,143,14,9.79
01/05/2025,555122,Mckinley Park Care Center,CA,Yes,Yes,0,231,0,9,0,0,0,185,0,81,24,29.63,142,2,1.408
01/05/2025,555125,Linwood Meadows Care Center,CA,Yes,Yes,0,200,0,13,0,0,0,169,0,89,48,53.933,120,9,7.5
01/05/2025,555126,Ararat Convalescent Hospital,CA,Yes,Yes,0,33,0,8,0,0,0,88,0,38,27,71.053,66,4,6.061
01/05/2025,555128,Downey Community Health Center,CA,Yes,Yes,0,298,0,18,0,0,0,141,0,173,109,63.006,243,22,9.053
01/05/2025,555130,Maywood Skilled Nursing & Wellness Centre,CA,Yes,Yes,0,231,0,21,0,0,0,167,0,119,96,80.672,206,79,38.35
01/05/2025,555135,Highland Springs Care Center,CA,Yes,Yes,0,264,0,22,0,0,0,160,0,74,0,0,148,2,1.351
01/05/2025,555136,Poway Healthcare Center,CA,Yes,Yes,0,165,0,1,0,0,0,97,0,97,0,0,243,0,0
01/05/2025,555139,"Miracle Mile Healthcare Center, Llc",CA,Yes,Yes,0,77,0,14,0,0,0,45,0,111,78,70.27,206,14,6.796
01/05/2025,555143,Westland House,CA,Yes,Yes,0,13,0,2,0,0,0,76,0,27,13,48.148,81,12,14.815
01/05/2025,555147,Oak River Rehab,CA,Yes,Yes,0,319,0,14,0,0,0,308,0,139,62,44.604,199,1,0.503
01/05/2025,555151,Willows Post Acute,CA,Yes,Yes,0,155,0,8,0,0,0,209,0,69,52,75.362,108,0,0
01/05/2025,555156,Webster House,CA,Yes,Yes,0,79,0,1,0,0,0,82,0,49,32,65.306,78,5,6.41
01/05/2025,555161,Napa Valley Care Center,CA,Yes,Yes,0,422,0,22,0,0,0,284,0,128,64,50,187,14,7.487
01/05/2025,555162,Mountain View Post Acute,CA,Yes,Yes,0,87,0,8,0,0,0,50,0,56,9,16.071,132,16,12.121
01/05/2025,555163,Shoreline Care Center,CA,Yes,Yes,0,209,0,33,0,0,0,191,0,172,121,70.349,199,18,9.045
01/05/2025,555165,Highland Park Skilled Nursing And Wellness Center,CA,Yes,Yes,0,128,0,1,0,0,0,127,0,53,25,47.17,107,33,30.841
01/05/2025,555170,Arvin Post Acute,CA,Yes,Yes,0,149,0,7,0,0,0,101,0,68,34,50,136,8,5.882
01/05/2025,555186,Lincoln Square Post Acute Care,CA,Yes,Yes,0,124,0,3,0,0,0,92,0,54,13,24.074,61,12,19.672
01/05/2025,555187,Catalina Island Medical Center D/P Snf,CA,Yes,Yes,0,0,0,0,0,0,0,14,0,3,3,100,100,70,70
01/05/2025,555189,Mercy Retirement & Care Center,CA,Yes,Yes,0,48,0,14,0,0,0,54,0,50,25,50,56,16,28.571
01/05/2025,555190,English Oaks Convalescent & Rehabilitation Hospita,CA,Yes,Yes,2,388,0,7,0,0,0,448,0,181,72,39.779,287,12,4.181
01/05/2025,555195,Del Rosa Villa,CA,Yes,Yes,0,167,0,15,0,0,0,78,0,96,10,10.417,142,5,3.521
01/05/2025,555200,Almond View Care Center,CA,Yes,Yes,1,103,0,6,1,0,0,102,0,96,58,60.417,142,2,1.408
01/05/2025,555206,Boulder Creek Post Acute,CA,Yes,Yes,0,243,0,19,0,0,0,189,0,138,68,49.275,221,33,14.932
01/05/2025,555208,Westgate Gardens Care Center,CA,Yes,Yes,0,325,0,21,0,0,0,305,0,134,17,12.687,221,25,11.312
01/05/2025,555209,Adventist Health Sonora - D/P Snf,CA,Yes,Yes,0,142,0,8,0,0,0,213,0,58,36,61.659,191,2,1.048
01/05/2025,555213,"Pasadena Care Center, Llc",CA,Yes,Yes,0,103,0,12,0,0,0,117,0,59,28,47.458,86,26,30.233
01/05/2025,555219,Auburn Oaks Care Center,CA,Yes,Yes,0,172,0,13,0,0,0,131,0,89,37,41.573,113,9,7.965
01/05/2025,555220,Vineyard Hills Health Center,CA,Yes,Yes,0,80,0,7,0,0,0,78,0,74,25,33.784,134,12,8.955
01/05/2025,555222,Lakeport Post Acute,CA,Yes,Yes,0,140,0,16,0,0,0,95,0,76,50,65.789,100,5,5
01/05/2025,555223,St. John'S Hospital Camarillo D/P Snf,CA,Yes,Yes,0,73,0,1,0,0,0,282,0,72,52,72.222,235,2,0.851
01/05/2025,555226,The Springs Healthcare Center At The Carlotta,CA,Yes,Yes,0,81,0,4,0,0,0,125,0,38,13,34.211,102,19,18.627
01/05/2025,555227,Villa Marin,CA,Yes,Yes,0,13,0,1,0,0,0,58,0,13,13,100,144,119,82.639
01/05/2025,555235,Ahmc Seton Medical Center,CA,Yes,Yes,0,135,0,8,0,0,0,52,0,119,89,74.79,189,1,0.529
01/05/2025,555236,Marian Regional Medical Center D/P Snf,CA,Yes,Yes,0,183,0,10,0,0,0,314,0,87,34,39.08,215,13,6.047
01/05/2025,555240,Turlock Nursing & Rehabilitation Center,CA,Yes,Yes,7,515,0,53,1,0,0,230,2,130,35,26.923,187,10,5.348
01/05/2025,555245,North Park Post-Acute,CA,Yes,Yes,0,103,0,1,0,0,0,81,0,84,26,30.952,86,6,6.977
01/05/2025,555246,Vista View Post Acute,CA,Yes,Yes,0,236,0,31,0,0,0,202,0,128,65,50.781,183,14,7.65
01/05/2025,555249,Sea Cliff Healthcare Center,CA,Yes,Yes,4,405,0,39,0,0,0,256,0,174,43,24.713,292,0,0
01/05/2025,555251,Knolls West Post Acute Llc,CA,Yes,Yes,0,132,0,4,0,0,0,237,0,106,51,48.113,154,2,1.299
01/05/2025,555254,Medical Hill Healthcare Center,CA,Yes,Yes,0,81,0,0,0,0,0,48,0,120,115,95.833,153,0,0
01/05/2025,555255,East Los Angeles Doctors Hosp,CA,Yes,Yes,0,5,0,0,0,0,0,66,0,24,18,75,91,22,24.176
01/05/2025,555257,Palm Terrace Healthcare & Rehabilitation Center,CA,Yes,Yes,0,293,0,8,0,0,0,260,0,99,40,40.404,173,16,9.249
01/05/2025,555258,Valley Of The Moon Post Acute,CA,Yes,Yes,0,39,0,0,0,0,0,30,0,27,19,70.37,31,0,0
01/05/2025,555259,Mainplace Post Acute,CA,Yes,Yes,0,420,0,32,0,0,0,263,0,154,35,22.727,213,21,9.859
01/05/2025,555260,Bakersfield Post Acute,CA,Yes,Yes,0,187,0,19,0,0,0,127,0,98,36,36.735,140,22,15.714
01/05/2025,555263,Castle Manor Convalescent Center,CA,Yes,Yes,0,242,0,6,0,0,0,227,0,92,39,42.391,198,27,13.636
01/05/2025,555265,University Post-Acute Rehab,CA,Yes,Yes,0,105,0,3,0,0,0,109,0,58,49,84.483,123,66,53.659
01/05/2025,555266,Sun Mar Nursing Center,CA,Yes,Yes,0,125,0,19,0,0,0,118,0,59,35,59.322,120,0,0
01/05/2025,555272,Atherton Baptist Home,CA,Yes,Yes,0,144,0,28,0,0,0,151,0,68,58,85.294,144,28,19.444
01/05/2025,555276,San Bruno Skilled Nursing,CA,Yes,Yes,0,101,0,2,0,0,0,116,0,43,20,46.512,80,10,12.5
01/05/2025,555283,Crystal Ridge Care Center,CA,Yes,Yes,0,190,0,11,0,0,0,183,0,91,47,51.648,110,0,0
01/05/2025,555286,New Orange Hills,CA,Yes,Yes,0,186,0,9,0,0,0,155,0,134,89,66.418,209,24,11.483
01/05/2025,555287,Diamond Ridge Healthcare Center,CA,Yes,Yes,0,155,0,10,0,0,0,114,0,108,66,61.111,111,37,33.333
01/05/2025,555292,Alhambra Post Acute,CA,Yes,Yes,0,74,0,2,0,0,0,44,0,40,26,65,61,0,0
01/05/2025,555295,Regents Point - Windcrest,CA,Yes,Yes,0,74,0,16,0,0,0,135,0,54,16,29.63,98,9,9.184
01/05/2025,555297,Hemet Hills Post Acute,CA,Yes,Yes,0,316,0,10,0,0,0,252,0,170,0,0,212,0,0
01/05/2025,555301,The Villas At Poway,CA,Yes,Yes,0,176,0,8,0,0,0,104,0,85,38,44.706,171,5,2.924
01/05/2025,555304,Arbor Post Acute,CA,Yes,Yes,0,410,0,19,0,0,0,295,0,141,59,41.844,224,0,0
01/05/2025,555306,Kei-Ai South Bay Healthcare Center,CA,Yes,Yes,0,189,0,10,0,0,0,116,0,92,19,20.652,91,17,18.681
01/05/2025,555307,Clearwater Healthcare Center,CA,Yes,Yes,0,357,0,22,0,0,0,217,0,119,43,36.134,202,0,0
01/05/2025,555308,Trabuco Hills Post Acute,CA,Yes,Yes,0,138,0,3,0,0,0,139,0,143,50,34.965,252,20,7.937
01/05/2025,555309,Sundance Creek Post Acute,CA,Yes,Yes,0,260,0,5,0,0,0,195,0,132,62,46.97,222,12,5.405
01/05/2025,555316,Copper Ridge Care Center,CA,Yes,Yes,5,238,0,14,0,0,0,249,3,120,62,51.667,160,4,2.5
01/05/2025,555318,Villa Rancho Bernardo Care Center,CA,Yes,Yes,0,555,0,22,0,0,0,496,0,288,152,52.778,342,25,7.31
01/05/2025,555319,Sunrise Post Acute,CA,Yes,Yes,0,96,0,3,0,0,0,67,0,63,20,31.746,98,6,6.122
01/05/2025,555323,Aviara Healthcare Center,CA,Yes,Yes,0,300,0,11,0,0,0,107,0,120,24,20,116,20,17.241
01/05/2025,555326,Carmel Mountain Rehabilitation & Healthcare Center,CA,Yes,Yes,1,193,0,1,0,0,0,87,0,118,27,22.881,192,2,1.042
01/05/2025,555328,Fountain Valley Post Acute,CA,Yes,Yes,0,347,0,8,0,0,0,341,0,148,13,8.784,200,0,0
01/05/2025,555330,Riverside Postacute Care,CA,Yes,Yes,0,294,0,0,0,0,0,143,0,164,64,39.024,175,0,0
01/05/2025,555331,Valencia Gardens Health Care Center,CA,Yes,Yes,0,195,0,2,0,0,0,58,0,51,6,11.765,106,9,8.491
01/05/2025,555333,Lincoln Meadows Care Center,CA,Yes,Yes,0,178,0,0,0,0,0,108,0,90,42,46.667,117,2,1.709
01/05/2025,555337,Citrus Heights Post Acute,CA,Yes,Yes,0,236,0,3,0,0,0,173,0,154,4,2.597,212,4,1.887
01/05/2025,555338,Brighton Care Center,CA,Yes,Yes,0,211,0,17,0,0,0,170,0,86,25,29.07,100,14,14
01/05/2025,555339,Desert Springs Post Acute,CA,Yes,Yes,0,241,0,13,0,0,0,210,0,173,105,60.694,282,98,34.752
01/05/2025,555340,Marina Pointe Healthcare & Subacute,CA,Yes,Yes,0,96,0,14,0,0,0,58,0,89,19,21.348,72,22,30.556
01/05/2025,555341,Canyon Creek Post-Acute,CA,Yes,Yes,0,90,0,2,0,0,0,83,0,67,14,20.896,131,22,16.794
01/05/2025,555342,Sunny View Manor,CA,Yes,Yes,0,58,0,1,0,0,0,43,0,36,6,16.667,66,11,16.667
01/05/2025,555343,Saratoga Retirement Community Health Center,CA,Yes,Yes,0,49,0,1,0,0,0,112,0,63,41,65.079,90,15,16.667
01/05/2025,555344,Bruceville Terrace - D/P Snf Of Methodist Hospital,CA,Yes,Yes,0,151,0,26,0,0,0,180,0,169,85,50.296,288,7,2.431
01/05/2025,555347,North Starr Postacute Care,CA,Yes,Yes,0,80,0,7,0,0,0,54,0,26,0,0,34,0,0
01/05/2025,555348,Granada Post Acute,CA,Yes,Yes,0,207,0,24,0,0,0,181,0,85,73,85.882,156,11,7.051
01/05/2025,555350,Madison Grove Post Acute,CA,Yes,Yes,0,287,0,5,0,0,0,179,0,222,92,41.441,455,1,0.22
01/05/2025,555352,Sunnyside Conv. Hospital,CA,Yes,Yes,0,77,0,1,0,0,0,72,0,60,46,76.667,89,7,7.865
01/05/2025,555353,Villa Health Care Center,CA,Yes,Yes,0,222,0,0,0,0,0,137,0,51,16,31.373,130,0,0
01/05/2025,555355,Vintage Faire Nursing & Rehabilitation Center,CA,Yes,Yes,0,254,0,14,0,0,0,168,0,99,0,0,152,0,0
01/05/2025,555356,Quartz Hill Post Acute,CA,Yes,Yes,0,168,0,8,0,0,0,279,0,101,30,29.703,152,12,7.895
01/05/2025,555365,Palm Terrace Care Center,CA,Yes,Yes,0,235,0,14,0,0,0,80,0,66,5,7.576,113,0,0
01/05/2025,555368,"Century Villa, Inc",CA,Yes,Yes,0,37,0,0,0,0,0,23,0,91,85,93.407,79,79,100
01/05/2025,555374,Mayflower Care Center,CA,Yes,Yes,0,147,0,5,0,0,0,126,0,59,44,74.576,92,0,0
01/05/2025,555375,Sunset Villa Post Acute,CA,Yes,Yes,0,154,0,11,0,0,0,154,0,174,43,24.713,281,0,0
01/05/2025,555376,Danville Post-Acute Rehab,CA,Yes,Yes,0,65,0,2,0,0,0,48,0,45,20,44.444,92,63,68.478
01/05/2025,555381,Alameda Hospital D/P Snf,CA,Yes,Yes,0,270,0,9,0,0,0,244,0,58,44,75.736,55,16,26.261
01/05/2025,555387,Creekside Center,CA,Yes,Yes,0,229,0,11,0,0,0,253,0,72,30,41.667,149,2,1.342
01/05/2025,555388,Beach Creek Post-Acute,CA,Yes,Yes,0,237,0,21,0,0,0,284,0,137,67,48.905,230,3,1.304
01/05/2025,555390,Corona Regional Medical Center D/P Snf,CA,Yes,Yes,1,51,0,1,0,0,0,159,0,60,31,51.667,178,2,1.124
01/05/2025,555391,Freedom Village Healthcare Center,CA,Yes,Yes,0,94,0,3,0,0,0,103,0,40,10,25,72,14,19.444
01/05/2025,555394,Buena Vista Care Center,CA,Yes,Yes,0,175,0,14,0,0,0,130,0,120,69,57.5,193,12,6.218
01/05/2025,555397,The Rehabilitation Center Of Los Angeles,CA,Yes,Yes,0,203,0,13,0,0,0,247,0,165,77,46.667,223,16,7.175
01/05/2025,555398,Windsor Post-Acute Care Center Of Hayward,CA,Yes,Yes,0,254,0,14,0,0,0,132,0,88,45,51.136,73,28,38.356
01/05/2025,555399,Avondale Villa Post-Acute,CA,Yes,Yes,0,90,0,8,0,0,0,47,0,35,16,45.714,35,19,54.286
01/05/2025,555400,North Pointe Care Center,CA,Yes,Yes,0,254,0,26,0,0,0,173,0,156,18,11.538,238,1,0.42
01/05/2025,555410,West Gardena Post Acute,CA,Yes,Yes,0,58,0,7,0,0,0,61,0,45,28,62.222,78,19,24.359
01/05/2025,555417,Desert Regional Medical Center D/P Snf,CA,Yes,Yes,0,82,0,4,0,0,0,75,0,21,4,19.048,48,4,8.333
01/05/2025,555418,St Francis Healthcare Center,CA,Yes,Yes,0,86,0,9,0,0,0,42,0,40,18,45,80,27,33.75
01/05/2025,555425,Vista Knoll Specialized Care Facility,CA,Yes,Yes,4,144,0,1,0,0,0,85,0,119,68,57.143,175,6,3.429
01/05/2025,555427,Ocean View Post Acute,CA,Yes,Yes,0,156,0,4,0,0,0,114,0,104,45,43.269,151,40,26.49
01/05/2025,555431,Country Hills Post Acute,CA,Yes,Yes,0,519,0,33,0,0,0,436,0,299,148,49.498,430,43,10
01/05/2025,555432,Solheim Senior Community,CA,Yes,Yes,0,103,0,18,0,0,0,74,0,69,57,82.609,104,22,21.154
01/05/2025,555435,Reche Canyon Regional Rehab Center,CA,Yes,Yes,0,333,0,13,0,0,0,211,0,155,34,21.935,282,10,3.546
01/05/2025,555438,Kei-Ai Los Angeles Healthcare Center,CA,Yes,Yes,0,585,0,115,0,0,0,487,0,291,178,61.168,373,15,4.021
01/05/2025,555441,Memorial Hospital Of Gardena D/P Snf,CA,Yes,Yes,0,15,0,1,0,0,0,125,0,63,39,61.905,156,38,24.359
01/05/2025,555443,Hi-Desert Medical Center D/P Snf,CA,Yes,Yes,0,185,0,6,0,0,0,123,0,88,17,19.318,88,82,93.182
01/05/2025,555444,Sunnyvale Gardens Post Acute,CA,Yes,Yes,0,134,0,0,0,0,0,70,0,135,0,0,156,0,0
01/05/2025,555446,Rossmoor Post Acute,CA,Yes,Yes,0,292,0,4,0,0,0,213,0,139,12,8.633,164,17,10.366
01/05/2025,555450,American River Center,CA,Yes,Yes,0,251,0,9,0,0,0,217,0,88,51,57.955,224,50,22.321
01/05/2025,555456,Antelope Valley Care Center,CA,Yes,Yes,0,451,0,82,0,0,0,502,0,194,38,19.588,273,0,0
01/05/2025,555458,Glenwood Care Center,CA,Yes,Yes,1,213,0,1,1,0,0,147,0,95,47,49.474,194,32,16.495
01/05/2025,555462,Villa Valencia Healthcare Center,CA,Yes,Yes,0,44,0,0,0,0,0,43,0,53,17,32.075,138,36,26.087
